PLAYER	TEAM	MATCH UP	GAME DATE	W/L	MIN	PTS	FGM	FGA	FG%	3PM	3PA	3P%	FTM	FTA	FT%	OREB	DREB	REB	AST	STL	BLK	TOV	PF	+/-	FP
Khris Middleton	MIL	MIL @ ATL	12/14/2024	W	22	6	2	7	28.6	1	5	20.0	1	2	50.0	0	3	3	4	1	1	3	5	-5	18.6
Andre Jackson Jr.	MIL	MIL @ ATL	12/14/2024	W	25	5	2	4	50.0	1	1	100	0	0	-	3	4	7	4	2	0	1	4	1	24.4
Taurean Prince	MIL	MIL vs. ORL	12/10/2024	W	20	0	0	1	0.0	0	1	0.0	0	0	-	0	2	2	1	1	0	0	0	-4	6.9
Giannis Antetokounmpo	MIL	MIL vs. ORL	12/10/2024	W	36	37	15	24	62.5	0	2	0.0	7	12	58.3	1	6	7	1	2	4	6	1	5	58.9
AJ Green	MIL	MIL vs. ORL	12/10/2024	W	33	9	3	9	33.3	3	8	37.5	0	0	-	0	4	4	2	0	1	2	2	13	17.8
Brook Lopez	MIL	MIL vs. ORL	12/10/2024	W	28	7	3	7	42.9	1	3	33.3	0	0	-	0	6	6	0	0	0	2	2	-8	12.2
Damian Lillard	MIL	MIL vs. ORL	12/10/2024	W	39	28	8	15	53.3	2	5	40.0	10	10	100	1	1	2	9	1	0	4	4	2	42.9
Bobby Portis	MIL	MIL vs. ORL	12/10/2024	W	32	22	9	11	81.8	2	3	66.7	2	3	66.7	2	8	10	4	1	1	0	1	11	46.0
Gary Trent Jr.	MIL	MIL vs. ORL	12/10/2024	W	24	6	2	4	50.0	2	4	50.0	0	0	-	0	0	0	2	1	0	0	3	11	12.0
Khris Middleton	MIL	MIL vs. ORL	12/10/2024	W	20	0	0	2	0.0	0	1	0.0	0	0	-	0	4	4	8	3	0	2	2	4	23.8
Khris Middleton	MIL	MIL @ BKN	12/08/2024	W	20	11	3	8	37.5	1	3	33.3	4	4	100	0	2	2	6	0	0	0	2	16	22.4
Giannis Antetokounmpo	MIL	MIL @ BKN	12/08/2024	W	38	34	14	22	63.6	0	0	-	6	10	60.0	2	9	11	4	1	3	3	2	10	62.2
Taurean Prince	MIL	MIL @ BKN	12/08/2024	W	18	0	0	2	0.0	0	2	0.0	0	0	-	0	3	3	2	0	0	1	3	-5	5.6
Andre Jackson Jr.	MIL	MIL @ BKN	12/08/2024	W	21	6	2	3	66.7	2	3	66.7	0	0	-	0	0	0	2	2	1	0	4	3	18.0
AJ Green	MIL	MIL @ BKN	12/08/2024	W	22	6	2	2	100	2	2	100	0	0	-	0	1	1	0	0	0	0	2	6	7.2
Gary Trent Jr.	MIL	MIL @ BKN	12/08/2024	W	25	20	6	10	60.0	3	7	42.9	5	5	100	0	0	0	0	1	0	1	1	6	22.0
Bobby Portis	MIL	MIL @ BKN	12/08/2024	W	31	23	9	10	90.0	5	5	100	0	0	-	0	5	5	1	1	3	2	0	12	40.5
Damian Lillard	MIL	MIL @ BKN	12/08/2024	W	39	15	2	7	28.6	2	7	28.6	9	11	81.8	0	6	6	11	1	0	7	0	-11	34.7
Brook Lopez	MIL	MIL @ BKN	12/08/2024	W	26	3	1	4	25.0	0	2	0.0	1	2	50.0	1	2	3	0	0	0	2	4	-12	4.6
