PLAYER	TEAM	MATCH UP	GAME DATE	W/L	MIN	PTS	FGM	FGA	FG%	3PM	3PA	3P%	FTM	FTA	FT%	OREB	DREB	REB	AST	STL	BLK	TOV	PF	+/-	FP
Dillon Jones	OKC	OKC vs. HOU	11/08/2024	W	12	2	1	6	16.7	0	5	0.0	0	0	-	0	2	2	0	1	1	1	1	-4	9.4
Cason Wallace	OKC	OKC vs. HOU	11/08/2024	W	23	4	2	4	50.0	0	1	0.0	0	0	-	3	2	5	1	1	1	0	2	3	17.5
Luguentz Dort	OKC	OKC vs. HOU	11/08/2024	W	19	3	1	7	14.3	1	5	20.0	0	0	-	0	0	0	1	0	0	1	3	7	3.5
Shai Gilgeous-Alexander	OKC	OKC vs. HOU	11/08/2024	W	29	29	11	16	68.8	1	2	50.0	6	7	85.7	1	4	5	4	1	1	3	2	5	44.0
Alex Caruso	OKC	OKC vs. HOU	11/08/2024	W	14	10	3	5	60.0	2	3	66.7	2	2	100	1	3	4	1	1	0	0	2	7	19.3
Ajay Mitchell	OKC	OKC vs. HOU	11/08/2024	W	20	12	5	6	83.3	1	2	50.0	1	1	100	0	2	2	7	3	0	0	2	18	33.9
Chet Holmgren	OKC	OKC @ DEN	11/06/2024	L	36	15	5	14	35.7	2	3	66.7	3	3	100	3	7	10	0	0	1	3	3	-11	27.0
Shai Gilgeous-Alexander	OKC	OKC @ DEN	11/06/2024	L	39	28	10	19	52.6	0	3	0.0	8	10	80.0	0	2	2	6	1	1	8	1	3	37.4
Luguentz Dort	OKC	OKC @ DEN	11/06/2024	L	26	11	3	6	50.0	3	5	60.0	2	2	100	0	6	6	3	3	2	1	4	5	36.7
Aaron Wiggins	OKC	OKC @ DEN	11/06/2024	L	17	13	5	9	55.6	2	4	50.0	1	1	100	1	1	2	1	0	0	0	0	11	16.9
Ousmane Dieng	OKC	OKC @ DEN	11/06/2024	L	10	6	2	2	100	1	1	100	1	2	50.0	2	2	4	0	0	0	0	2	5	10.8
