PLAYER	TEAM	MATCH UP	GAME DATE	W/L	MIN	PTS	FGM	FGA	FG%	3PM	3PA	3P%	FTM	FTA	FT%	OREB	DREB	REB	AST	STL	BLK	TOV	PF	+/-	FP
Jake LaRavia	MEM	MEM vs. PHI	11/20/2024	W	25	11	4	4	100	1	1	100	2	2	100	2	3	5	4	1	1	1	2	11	28.0
Desmond Bane	MEM	MEM vs. PHI	11/20/2024	W	35	21	8	18	44.4	5	11	45.5	0	0	-	1	9	10	6	1	1	4	2	14	44.0
Scotty Pippen Jr.	MEM	MEM vs. PHI	11/20/2024	W	26	8	3	10	30.0	2	4	50.0	0	0	-	0	4	4	3	0	0	1	3	-1	16.3
Jay Huff	MEM	MEM vs. PHI	11/20/2024	W	14	8	3	7	42.9	2	6	33.3	0	0	-	0	0	0	2	0	1	2	1	16	12.0
Jake LaRavia	MEM	MEM vs. DEN	11/19/2024	L	28	8	3	11	27.3	0	2	0.0	2	2	100	3	6	9	5	0	3	0	4	-9	35.3
Jaylen Wells	MEM	MEM vs. DEN	11/19/2024	L	19	8	3	9	33.3	1	3	33.3	1	2	50.0	2	1	3	2	1	1	2	1	-13	18.6
Jay Huff	MEM	MEM vs. DEN	11/19/2024	L	13	6	2	5	40.0	1	3	33.3	1	2	50.0	1	0	1	0	0	0	0	3	1	7.2
Jaren Jackson Jr.	MEM	MEM vs. DEN	11/19/2024	L	29	19	7	17	41.2	2	8	25.0	3	5	60.0	2	6	8	1	1	5	7	4	-15	41.1
Luke Kennard	MEM	MEM vs. DEN	11/19/2024	L	24	6	2	6	33.3	1	4	25.0	1	2	50.0	0	1	1	3	1	0	2	0	14	12.7
Brandon Clarke	MEM	MEM vs. DEN	11/19/2024	L	21	10	4	7	57.1	0	1	0.0	2	2	100	3	1	4	2	1	0	1	3	-18	19.8
John Konchar	MEM	MEM vs. DEN	11/19/2024	L	11	0	0	2	0.0	0	2	0.0	0	0	-	1	1	2	0	2	0	1	1	6	7.4
Desmond Bane	MEM	MEM vs. DEN	11/19/2024	L	29	5	1	10	10.0	0	5	0.0	3	5	60.0	0	5	5	5	1	0	2	5	-24	19.5
Santi Aldama	MEM	MEM vs. DEN	11/19/2024	L	33	28	12	19	63.2	4	7	57.1	0	1	0.0	2	9	11	0	1	0	3	1	8	41.2
Scotty Pippen Jr.	MEM	MEM vs. DEN	11/19/2024	L	25	16	5	11	45.5	0	2	0.0	6	10	60.0	3	3	6	6	1	1	1	1	-14	37.2
Brandon Clarke	MEM	MEM vs. DEN	11/17/2024	W	22	8	4	6	66.7	0	1	0.0	0	0	-	2	5	7	0	1	0	0	2	13	19.4
Desmond Bane	MEM	MEM vs. DEN	11/17/2024	W	29	11	5	12	41.7	1	7	14.3	0	0	-	1	10	11	7	0	1	2	1	14	35.7
Santi Aldama	MEM	MEM vs. DEN	11/17/2024	W	20	6	3	6	50.0	0	3	0.0	0	0	-	0	2	2	2	2	1	1	0	1	19.4
Jake LaRavia	MEM	MEM vs. DEN	11/17/2024	W	20	7	2	3	66.7	1	1	100	2	2	100	0	2	2	4	1	1	1	0	12	20.4
Vince Williams Jr.	MEM	MEM vs. DEN	11/17/2024	W	14	3	1	4	25.0	1	3	33.3	0	0	-	0	1	1	5	0	0	2	4	3	9.7
Zach Edey	MEM	MEM vs. DEN	11/17/2024	W	14	7	3	7	42.9	0	1	0.0	1	2	50.0	3	4	7	2	1	2	1	2	4	26.4
Jaylen Wells	MEM	MEM vs. DEN	11/17/2024	W	26	15	6	15	40.0	2	5	40.0	1	1	100	0	1	1	0	0	1	0	1	-3	19.2
Luke Kennard	MEM	MEM vs. DEN	11/17/2024	W	26	8	3	5	60.0	2	3	66.7	0	1	0.0	0	3	3	4	0	0	1	1	9	16.6
Jay Huff	MEM	MEM vs. DEN	11/17/2024	W	12	10	4	5	80.0	2	3	66.7	0	0	-	0	1	1	1	0	1	1	0	-5	14.7
Scotty Pippen Jr.	MEM	MEM vs. DEN	11/17/2024	W	26	10	3	12	25.0	2	7	28.6	2	2	100	2	1	3	4	4	0	2	3	12	29.6
Jaren Jackson Jr.	MEM	MEM vs. DEN	11/17/2024	W	31	20	7	16	43.8	2	5	40.0	4	4	100	2	4	6	2	1	3	1	1	15	41.2
Jaylen Wells	MEM	MEM @ GSW	11/15/2024	L	27	16	5	10	50.0	2	6	33.3	4	5	80.0	3	1	4	2	0	0	1	1	6	22.8
Jake LaRavia	MEM	MEM @ GSW	11/15/2024	L	17	7	2	6	33.3	1	3	33.3	2	2	100	1	2	3	2	3	2	3	4	6	25.6
Zach Edey	MEM	MEM @ GSW	11/15/2024	L	23	14	5	8	62.5	2	2	100	2	2	100	4	5	9	0	1	1	0	3	14	30.8
Luke Kennard	MEM	MEM @ GSW	11/15/2024	L	12	2	0	5	0.0	0	5	0.0	2	2	100	1	3	4	0	0	0	1	1	-10	5.8
Jaren Jackson Jr.	MEM	MEM @ GSW	11/15/2024	L	33	32	11	20	55.0	0	4	0.0	10	11	90.9	1	5	6	1	1	2	1	2	-5	48.7
