PLAYER	TEAM	MATCH UP	GAME DATE	W/L	MIN	PTS	FGM	FGA	FG%	3PM	3PA	3P%	FTM	FTA	FT%	OREB	DREB	REB	AST	STL	BLK	TOV	PF	+/-	FP
Jarrett Allen	CLE	CLE @ NOP	11/06/2024	W	35	16	7	10	70.0	0	0	-	2	2	100	2	12	14	2	1	2	0	5	24	44.8
Darius Garland	CLE	CLE @ NOP	11/06/2024	W	30	14	5	10	50.0	4	6	66.7	0	0	-	0	1	1	9	1	1	3	2	14	31.7
Isaac Okoro	CLE	CLE @ NOP	11/06/2024	W	24	7	3	3	100	1	1	100	0	0	-	1	3	4	3	0	0	0	0	6	16.3
Georges Niang	CLE	CLE @ NOP	11/06/2024	W	21	9	4	8	50.0	1	5	20.0	0	0	-	0	2	2	2	0	1	0	2	-7	17.4
Donovan Mitchell	CLE	CLE @ NOP	11/06/2024	W	34	29	10	20	50.0	3	9	33.3	6	6	100	0	4	4	3	1	1	2	1	4	42.3
Ty Jerome	CLE	CLE @ NOP	11/06/2024	W	16	11	4	7	57.1	2	2	100	1	2	50.0	1	2	3	5	2	0	1	1	1	27.1
Sam Merrill	CLE	CLE @ NOP	11/06/2024	W	19	9	3	6	50.0	3	6	50.0	0	0	-	1	1	2	0	0	0	2	3	0	9.4
Evan Mobley	CLE	CLE @ NOP	11/06/2024	W	29	15	7	16	43.8	0	1	0.0	1	3	33.3	5	4	9	3	0	3	1	6	-7	38.3
Evan Mobley	CLE	CLE vs. MIL	11/04/2024	W	32	17	6	15	40.0	1	3	33.3	4	6	66.7	1	4	5	3	0	3	0	1	1	36.5
Sam Merrill	CLE	CLE vs. MIL	11/04/2024	W	27	12	5	10	50.0	2	6	33.3	0	0	-	0	5	5	2	2	0	2	1	-11	25.0
Ty Jerome	CLE	CLE vs. MIL	11/04/2024	W	19	6	3	4	75.0	0	1	0.0	0	1	0.0	0	0	0	1	2	0	0	0	-15	13.5
Donovan Mitchell	CLE	CLE vs. MIL	11/04/2024	W	31	14	5	15	33.3	3	7	42.9	1	2	50.0	0	4	4	4	2	0	4	0	3	26.8
Georges Niang	CLE	CLE vs. MIL	11/04/2024	W	26	9	3	6	50.0	3	6	50.0	0	0	-	0	4	4	2	1	0	0	5	-1	19.8
Isaac Okoro	CLE	CLE vs. MIL	11/04/2024	W	26	5	2	5	40.0	1	3	33.3	0	0	-	2	1	3	2	1	0	1	4	20	13.6
Darius Garland	CLE	CLE vs. MIL	11/04/2024	W	35	39	15	22	68.2	7	11	63.6	2	2	100	1	1	2	8	0	0	2	1	7	51.4
Jarrett Allen	CLE	CLE vs. MIL	11/04/2024	W	35	14	7	14	50.0	0	0	-	0	2	0.0	1	14	15	6	2	1	0	0	6	50.0
Georges Niang	CLE	CLE @ MIL	11/02/2024	W	21	3	1	5	20.0	0	4	0.0	1	2	50.0	0	4	4	2	0	1	2	2	-3	11.8
Donovan Mitchell	CLE	CLE @ MIL	11/02/2024	W	35	30	11	25	44.0	4	8	50.0	4	4	100	2	1	3	4	0	0	1	1	-8	38.6
Jarrett Allen	CLE	CLE @ MIL	11/02/2024	W	32	15	6	10	60.0	0	0	-	3	6	50.0	2	10	12	1	1	0	2	2	-12	31.9
Sam Merrill	CLE	CLE @ MIL	11/02/2024	W	22	17	6	10	60.0	5	9	55.6	0	0	-	0	1	1	1	0	1	0	0	6	22.7
Darius Garland	CLE	CLE @ MIL	11/02/2024	W	34	11	5	13	38.5	1	5	20.0	0	0	-	2	1	3	10	0	0	0	2	-2	29.6
Dean Wade	CLE	CLE @ MIL	11/02/2024	W	23	8	3	8	37.5	2	7	28.6	0	0	-	1	3	4	2	1	0	1	3	6	17.8
Isaac Okoro	CLE	CLE @ MIL	11/02/2024	W	28	13	4	5	80.0	3	4	75.0	2	2	100	2	6	8	1	1	0	0	5	12	27.1
Evan Mobley	CLE	CLE @ MIL	11/02/2024	W	32	14	7	13	53.8	0	1	0.0	0	0	-	1	6	7	5	0	0	1	4	-2	28.9
Sam Merrill	CLE	CLE vs. ORL	11/01/2024	W	20	6	2	3	66.7	2	3	66.7	0	0	-	0	2	2	1	0	0	0	3	5	9.9
Ty Jerome	CLE	CLE vs. ORL	11/01/2024	W	21	9	3	9	33.3	1	3	33.3	2	2	100	0	6	6	2	2	0	0	0	3	25.2
Isaac Okoro	CLE	CLE vs. ORL	11/01/2024	W	19	9	3	7	42.9	2	4	50.0	1	2	50.0	1	0	1	0	1	0	0	0	-7	13.2
Evan Mobley	CLE	CLE vs. ORL	11/01/2024	W	30	14	6	11	54.5	1	3	33.3	1	1	100	1	11	12	3	1	1	3	1	9	35.9
Donovan Mitchell	CLE	CLE vs. ORL	11/01/2024	W	22	22	9	15	60.0	2	5	40.0	2	2	100	0	3	3	1	0	0	1	5	1	26.1
Georges Niang	CLE	CLE vs. ORL	11/01/2024	W	16	7	3	5	60.0	1	2	50.0	0	0	-	0	3	3	2	0	0	1	2	10	12.6
Darius Garland	CLE	CLE vs. ORL	11/01/2024	W	29	25	8	16	50.0	3	9	33.3	6	6	100	1	2	3	4	1	1	3	5	10	37.6
Dean Wade	CLE	CLE vs. ORL	11/01/2024	W	24	5	1	3	33.3	1	2	50.0	2	3	66.7	1	2	3	2	0	0	0	1	4	11.6
Caris LeVert	CLE	CLE vs. ORL	11/01/2024	W	22	13	5	12	41.7	2	7	28.6	1	2	50.0	0	3	3	7	0	0	2	2	18	25.1
Jarrett Allen	CLE	CLE vs. ORL	11/01/2024	W	28	2	1	3	33.3	0	0	-	0	0	-	2	9	11	1	1	1	2	2	12	20.7
Donovan Mitchell	CLE	CLE vs. LAL	10/30/2024	W	30	24	10	20	50.0	4	10	40.0	0	0	-	1	2	3	7	3	0	2	3	5	45.1
Dean Wade	CLE	CLE vs. LAL	10/30/2024	W	26	8	3	7	42.9	2	6	33.3	0	2	0.0	0	3	3	2	3	0	1	2	11	22.6
Isaac Okoro	CLE	CLE vs. LAL	10/30/2024	W	20	3	1	3	33.3	1	2	50.0	0	0	-	0	0	0	0	1	0	0	5	4	6.0
Sam Merrill	CLE	CLE vs. LAL	10/30/2024	W	21	3	1	4	25.0	1	4	25.0	0	0	-	0	0	0	3	2	0	0	2	25	13.5
Evan Mobley	CLE	CLE vs. LAL	10/30/2024	W	19	25	12	16	75.0	0	0	-	1	1	100	1	4	5	0	0	0	3	5	13	28.0
Ty Jerome	CLE	CLE vs. LAL	10/30/2024	W	16	14	5	7	71.4	2	3	66.7	2	2	100	0	2	2	4	1	0	0	1	-5	25.4
Darius Garland	CLE	CLE vs. LAL	10/30/2024	W	22	12	5	14	35.7	2	7	28.6	0	0	-	0	0	0	10	2	0	2	3	16	31.0
Caris LeVert	CLE	CLE vs. LAL	10/30/2024	W	22	16	6	8	75.0	4	6	66.7	0	0	-	0	0	0	6	1	0	1	2	20	27.0
Georges Niang	CLE	CLE vs. LAL	10/30/2024	W	22	5	2	4	50.0	1	3	33.3	0	0	-	1	1	2	2	1	0	2	3	13	11.4
Jarrett Allen	CLE	CLE vs. LAL	10/30/2024	W	31	20	9	12	75.0	0	0	-	2	2	100	3	14	17	1	0	2	0	0	14	47.9
Darius Garland	CLE	CLE @ NYK	10/28/2024	W	33	34	12	19	63.2	5	8	62.5	5	5	100	1	2	3	3	2	2	3	3	7	51.1
Dean Wade	CLE	CLE @ NYK	10/28/2024	W	28	1	0	5	0.0	0	5	0.0	1	2	50.0	1	2	3	4	0	0	0	1	-14	10.6
