PLAYER	TEAM	MATCH UP	GAME DATE	W/L	MIN	PTS	FGM	FGA	FG%	3PM	3PA	3P%	FTM	FTA	FT%	OREB	DREB	REB	AST	STL	BLK	TOV	PF	+/-	FP
Brice Sensabaugh	UTA	UTA vs. POR	02/24/2025	L	26	21	7	12	58.3	4	5	80.0	3	3	100	1	3	4	1	0	0	1	4	-8	26.3
KJ Martin	UTA	UTA vs. POR	02/24/2025	L	28	9	4	8	50.0	0	2	0.0	1	1	100	0	5	5	2	1	1	1	3	-21	23.0
Johnny Juzang	UTA	UTA vs. POR	02/24/2025	L	17	5	2	7	28.6	1	5	20.0	0	0	-	0	0	0	0	0	0	0	2	-17	5.0
Isaiah Collier	UTA	UTA vs. POR	02/24/2025	L	24	6	2	9	22.2	1	3	33.3	1	2	50.0	1	2	3	4	0	0	4	2	-28	11.6
Kyle Filipowski	UTA	UTA vs. POR	02/24/2025	L	36	20	6	11	54.5	4	4	100	4	6	66.7	1	10	11	5	2	1	2	2	12	47.7
Cody Williams	UTA	UTA vs. POR	02/24/2025	L	27	8	4	9	44.4	0	1	0.0	0	0	-	2	6	8	5	1	0	0	2	20	28.1
Keyonte George	UTA	UTA vs. POR	02/24/2025	L	34	21	6	22	27.3	4	14	28.6	5	5	100	0	5	5	5	2	0	4	0	0	36.5
Micah Potter	UTA	UTA vs. POR	02/24/2025	L	26	12	4	6	66.7	2	3	66.7	2	2	100	5	2	7	1	1	0	1	3	15	23.9
Svi Mykhailiuk	UTA	UTA vs. POR	02/24/2025	L	22	10	4	14	28.6	2	7	28.6	0	0	-	1	1	2	1	0	0	2	0	17	11.9
KJ Martin	UTA	UTA vs. HOU	02/22/2025	W	29	11	5	9	55.6	1	5	20.0	0	2	0.0	0	4	4	1	0	0	0	3	6	17.3
Kyle Filipowski	UTA	UTA vs. HOU	02/22/2025	W	15	8	4	6	66.7	0	1	0.0	0	2	0.0	1	1	2	3	1	0	1	4	-2	16.9
Keyonte George	UTA	UTA vs. HOU	02/22/2025	W	29	30	10	17	58.8	5	8	62.5	5	10	50.0	0	8	8	6	0	0	1	0	7	47.6
