PLAYER	TEAM	MATCH UP	GAME DATE	W/L	MIN	PTS	FGM	FGA	FG%	3PM	3PA	3P%	FTM	FTA	FT%	OREB	DREB	REB	AST	STL	BLK	TOV	PF	+/-	FP
Bub Carrington	WAS	WAS vs. DAL	12/05/2024	L	28	15	6	13	46.2	3	9	33.3	0	0	-	0	2	2	1	0	0	1	5	-26	17.9
Justin Champagnie	WAS	WAS vs. DAL	12/05/2024	L	29	9	4	9	44.4	1	4	25.0	0	0	-	2	3	5	3	0	0	1	2	-21	18.5
Marvin Bagley III	WAS	WAS vs. DAL	12/05/2024	L	24	16	7	11	63.6	2	3	66.7	0	0	-	3	5	8	0	2	0	1	2	-12	30.6
Malcolm Brogdon	WAS	WAS vs. DAL	12/05/2024	L	25	16	5	13	38.5	2	4	50.0	4	6	66.7	1	4	5	2	0	1	2	0	-29	26.0
Jordan Poole	WAS	WAS vs. DAL	12/05/2024	L	32	11	4	14	28.6	2	8	25.0	1	3	33.3	0	1	1	8	2	0	1	4	-21	29.2
Jonas Valančiūnas	WAS	WAS vs. DAL	12/05/2024	L	13	9	4	7	57.1	0	0	-	1	2	50.0	2	3	5	1	0	0	1	1	-25	15.5
Alex Sarr	WAS	WAS vs. DAL	12/05/2024	L	27	11	5	10	50.0	1	2	50.0	0	0	-	4	4	8	0	1	2	1	1	-9	28.6
Jonas Valančiūnas	WAS	WAS @ CLE	12/03/2024	L	19	13	5	9	55.6	0	0	-	3	4	75.0	4	7	11	0	1	1	1	0	-13	31.2
Malcolm Brogdon	WAS	WAS @ CLE	12/03/2024	L	22	6	2	9	22.2	0	3	0.0	2	2	100	2	0	2	1	0	0	1	2	-13	8.9
Jordan Poole	WAS	WAS @ CLE	12/03/2024	L	24	13	4	11	36.4	1	4	25.0	4	6	66.7	0	1	1	4	0	0	5	4	-25	15.2
Bilal Coulibaly	WAS	WAS @ CLE	12/03/2024	L	31	6	1	7	14.3	0	1	0.0	4	5	80.0	2	5	7	4	2	0	1	4	-23	25.4
Alex Sarr	WAS	WAS @ CLE	12/03/2024	L	27	10	4	10	40.0	1	4	25.0	1	2	50.0	3	6	9	2	1	2	4	3	-19	28.8
Kyshawn George	WAS	WAS @ CLE	12/03/2024	L	11	0	0	2	0.0	0	2	0.0	0	0	-	1	5	6	2	0	1	0	1	-5	13.2
Richaun Holmes	WAS	WAS @ CLE	12/03/2024	L	13	6	2	4	50.0	0	0	-	2	2	100	1	2	3	0	0	2	2	0	-4	13.6
Jared Butler	WAS	WAS @ CLE	12/03/2024	L	17	10	5	9	55.6	0	2	0.0	0	0	-	0	0	0	1	0	0	0	1	-3	11.5
Anthony Gill	WAS	WAS @ CLE	12/03/2024	L	18	4	2	3	66.7	0	1	0.0	0	1	0.0	0	2	2	0	0	0	0	1	-11	6.4
Johnny Davis	WAS	WAS @ CLE	12/03/2024	L	11	2	1	3	33.3	0	2	0.0	0	0	-	0	2	2	0	0	1	0	0	-14	7.4
Bub Carrington	WAS	WAS @ CLE	12/03/2024	L	36	13	5	12	41.7	2	6	33.3	1	1	100	0	7	7	2	0	0	5	3	-20	19.4
Malcolm Brogdon	WAS	WAS @ MIL	11/30/2024	L	30	29	10	15	66.7	2	2	100	7	7	100	0	11	11	3	0	1	1	5	-1	48.7
Corey Kispert	WAS	WAS @ MIL	11/30/2024	L	31	16	7	12	58.3	2	4	50.0	0	0	-	3	5	8	0	0	0	0	4	-15	25.6
Bub Carrington	WAS	WAS @ MIL	11/30/2024	L	16	3	1	5	20.0	1	3	33.3	0	0	-	0	3	3	2	1	0	1	2	-3	11.6
Kyshawn George	WAS	WAS @ MIL	11/30/2024	L	19	4	2	6	33.3	0	3	0.0	0	0	-	1	1	2	2	1	0	3	3	-2	9.4
Jordan Poole	WAS	WAS @ MIL	11/30/2024	L	34	31	10	23	43.5	3	10	30.0	8	9	88.9	0	4	4	7	2	1	3	3	-7	52.3
Alex Sarr	WAS	WAS @ MIL	11/30/2024	L	36	7	2	8	25.0	1	6	16.7	2	2	100	2	0	2	1	0	1	0	2	-9	13.9
Bilal Coulibaly	WAS	WAS @ MIL	11/30/2024	L	36	4	2	8	25.0	0	2	0.0	0	0	-	0	2	2	4	2	0	0	3	-5	18.4
Jonas Valančiūnas	WAS	WAS @ MIL	11/30/2024	L	31	16	6	9	66.7	0	2	0.0	4	4	100	1	6	7	5	1	0	4	4	-4	30.9
Bub Carrington	WAS	WAS vs. LAC	11/27/2024	L	19	3	1	4	25.0	0	3	0.0	1	2	50.0	0	2	2	4	0	0	1	4	-18	10.4
Anthony Gill	WAS	WAS vs. LAC	11/27/2024	L	15	4	0	2	0.0	0	1	0.0	4	4	100	1	1	2	2	0	1	0	0	18	12.4
Jordan Poole	WAS	WAS vs. LAC	11/27/2024	L	25	8	1	7	14.3	1	5	20.0	5	6	83.3	0	0	0	3	2	0	6	1	-24	12.5
Jonas Valančiūnas	WAS	WAS vs. LAC	11/27/2024	L	18	17	7	11	63.6	0	0	-	3	4	75.0	2	5	7	1	0	1	0	1	2	29.9
