PLAYER	TEAM	MATCH UP	GAME DATE	W/L	MIN	PTS	FGM	FGA	FG%	3PM	3PA	3P%	FTM	FTA	FT%	OREB	DREB	REB	AST	STL	BLK	TOV	PF	+/-	FP
Cole Anthony	ORL	ORL vs. DET	11/23/2024	W	10	4	1	6	16.7	0	2	0.0	2	2	100	1	1	2	1	0	0	1	2	-5	6.9
Jett Howard	ORL	ORL @ LAL	11/21/2024	W	11	2	1	1	100	0	0	-	0	0	-	2	0	2	2	0	0	1	1	-7	6.4
Anthony Black	ORL	ORL @ LAL	11/21/2024	W	22	4	2	8	25.0	0	3	0.0	0	0	-	1	3	4	5	1	0	2	1	-6	17.3
Moritz Wagner	ORL	ORL @ LAL	11/21/2024	W	18	19	7	13	53.8	1	2	50.0	4	5	80.0	4	1	5	4	0	1	0	2	-12	34.0
Jonathan Isaac	ORL	ORL @ LAL	11/21/2024	W	18	2	1	4	25.0	0	2	0.0	0	0	-	1	5	6	0	0	1	1	2	-7	11.2
Tristan da Silva	ORL	ORL @ LAL	11/21/2024	W	32	12	4	8	50.0	2	3	66.7	2	2	100	1	3	4	1	0	0	2	2	10	16.3
Jalen Suggs	ORL	ORL @ LAL	11/21/2024	W	40	23	7	18	38.9	5	13	38.5	4	5	80.0	1	4	5	5	2	2	3	4	6	45.5
Franz Wagner	ORL	ORL @ LAL	11/21/2024	W	39	37	13	26	50.0	4	10	40.0	7	8	87.5	0	6	6	11	4	0	3	5	5	69.7
Goga Bitadze	ORL	ORL @ LAL	11/21/2024	W	30	7	3	4	75.0	0	0	-	1	1	100	4	11	15	2	1	1	2	5	13	32.0
Gary Harris	ORL	ORL @ LAL	11/21/2024	W	26	11	4	7	57.1	3	6	50.0	0	0	-	1	0	1	1	0	0	1	2	1	12.7
Tristan da Silva	ORL	ORL @ LAC	11/20/2024	L	26	10	4	6	66.7	1	2	50.0	1	1	100	0	3	3	1	1	0	0	1	-8	18.1
Jett Howard	ORL	ORL @ LAC	11/20/2024	L	11	4	2	5	40.0	0	3	0.0	0	0	-	0	3	3	1	0	1	0	2	3	12.1
Franz Wagner	ORL	ORL @ LAC	11/20/2024	L	35	14	5	11	45.5	0	4	0.0	4	4	100	0	6	6	6	4	0	3	3	-18	39.2
Goga Bitadze	ORL	ORL @ LAC	11/20/2024	L	20	9	3	6	50.0	0	1	0.0	3	3	100	0	2	2	1	1	1	1	2	-3	17.9
Kentavious Caldwell-Pope	ORL	ORL @ LAC	11/20/2024	L	30	2	1	6	16.7	0	4	0.0	0	0	-	0	2	2	1	1	0	0	3	-18	8.9
Anthony Black	ORL	ORL @ LAC	11/20/2024	L	29	17	5	10	50.0	2	5	40.0	5	9	55.6	0	0	0	8	0	1	6	3	0	26.0
Jalen Suggs	ORL	ORL @ LAC	11/20/2024	L	25	16	5	11	45.5	2	6	33.3	4	4	100	1	1	2	2	1	1	0	2	-10	27.4
Moritz Wagner	ORL	ORL @ LAC	11/20/2024	L	17	10	4	10	40.0	1	3	33.3	1	1	100	0	1	1	0	1	0	2	0	-11	12.2
Jonathan Isaac	ORL	ORL @ LAC	11/20/2024	L	22	6	2	5	40.0	2	4	50.0	0	0	-	1	2	3	0	0	3	1	0	-3	17.6
Gary Harris	ORL	ORL @ LAC	11/20/2024	L	15	2	1	4	25.0	0	3	0.0	0	0	-	0	0	0	0	2	0	0	1	4	8.0
Gary Harris	ORL	ORL @ PHX	11/18/2024	W	11	0	0	0	-	0	0	-	0	0	-	1	1	2	0	0	0	0	2	1	2.4
Jonathan Isaac	ORL	ORL @ PHX	11/18/2024	W	20	7	3	6	50.0	0	2	0.0	1	2	50.0	2	1	3	0	1	3	0	3	4	22.6
Moritz Wagner	ORL	ORL @ PHX	11/18/2024	W	12	9	4	7	57.1	0	2	0.0	1	1	100	1	5	6	0	0	0	1	2	1	15.2
Anthony Black	ORL	ORL @ PHX	11/18/2024	W	33	20	5	10	50.0	3	5	60.0	7	8	87.5	0	4	4	9	3	0	3	1	13	44.3
Tristan da Silva	ORL	ORL @ PHX	11/18/2024	W	26	3	1	5	20.0	1	3	33.3	0	0	-	1	4	5	6	0	0	0	1	9	18.0
Jalen Suggs	ORL	ORL @ PHX	11/18/2024	W	30	12	4	11	36.4	2	7	28.6	2	2	100	0	2	2	1	0	2	3	1	-1	18.9
Franz Wagner	ORL	ORL @ PHX	11/18/2024	W	39	32	12	24	50.0	4	8	50.0	4	5	80.0	0	5	5	8	0	0	1	2	12	49.0
Goga Bitadze	ORL	ORL @ PHX	11/18/2024	W	31	17	7	8	87.5	0	0	-	3	4	75.0	3	7	10	1	0	2	1	5	9	35.5
Kentavious Caldwell-Pope	ORL	ORL @ PHX	11/18/2024	W	34	9	3	5	60.0	1	2	50.0	2	2	100	0	1	1	2	1	0	1	1	4	15.2
Gary Harris	ORL	ORL vs. PHI	11/15/2024	W	14	0	0	1	0.0	0	0	-	0	0	-	1	0	1	0	1	0	0	1	8	4.2
