PLAYER	TEAM	MATCH UP	GAME DATE	W/L	MIN	PTS	FGM	FGA	FG%	3PM	3PA	3P%	FTM	FTA	FT%	OREB	DREB	REB	AST	STL	BLK	TOV	PF	+/-	FP
Vasilije Micić	CHA	CHA vs. MIA	10/26/2024	L	10	0	0	3	0.0	0	1	0.0	0	0	-	0	0	0	1	0	0	0	1	-4	1.5
Nick Richards	CHA	CHA vs. MIA	10/26/2024	L	35	12	5	8	62.5	0	1	0.0	2	3	66.7	4	8	12	1	1	3	3	4	-8	36.9
Miles Bridges	CHA	CHA @ ATL	10/25/2024	L	31	27	8	17	47.1	3	8	37.5	8	8	100	1	4	5	0	0	1	0	3	-16	36.0
LaMelo Ball	CHA	CHA @ ATL	10/25/2024	L	29	34	10	20	50.0	9	14	64.3	5	6	83.3	1	4	5	4	1	1	10	6	-6	42.0
Nick Richards	CHA	CHA @ ATL	10/25/2024	L	30	12	3	6	50.0	0	0	-	6	8	75.0	6	7	13	2	0	1	1	1	4	32.6
Moussa Diabaté	CHA	CHA @ ATL	10/25/2024	L	10	2	1	2	50.0	0	0	-	0	2	0.0	1	3	4	0	0	0	0	1	-6	6.8
Tre Mann	CHA	CHA @ ATL	10/25/2024	L	25	17	6	19	31.6	2	7	28.6	3	3	100	3	0	3	4	1	0	3	3	-1	26.6
Josh Green	CHA	CHA @ ATL	10/25/2024	L	18	5	2	5	40.0	1	3	33.3	0	0	-	1	2	3	2	1	1	0	4	2	17.6
Grant Williams	CHA	CHA @ ATL	10/25/2024	L	29	9	2	7	28.6	2	6	33.3	3	4	75.0	2	2	4	6	1	0	1	4	14	24.8
Cody Martin	CHA	CHA @ ATL	10/25/2024	L	23	3	1	5	20.0	1	3	33.3	0	0	-	1	4	5	1	0	0	0	2	-8	10.5
Vasilije Micić	CHA	CHA @ ATL	10/25/2024	L	19	2	1	6	16.7	0	3	0.0	0	0	-	3	3	6	1	0	0	1	0	1	9.7
Seth Curry	CHA	CHA @ ATL	10/25/2024	L	27	9	3	9	33.3	3	7	42.9	0	0	-	3	2	5	2	3	0	1	4	-9	26.0
Brandon Miller	CHA	CHA @ HOU	10/23/2024	W	11	6	2	4	50.0	1	2	50.0	1	1	100	1	0	1	1	1	0	1	0	-6	10.7
Moussa Diabaté	CHA	CHA @ HOU	10/23/2024	W	15	2	1	4	25.0	0	0	-	0	0	-	2	3	5	0	1	2	0	0	6	17.0
Grant Williams	CHA	CHA @ HOU	10/23/2024	W	25	8	3	6	50.0	2	4	50.0	0	0	-	1	3	4	1	1	1	2	4	1	18.3
Cody Martin	CHA	CHA @ HOU	10/23/2024	W	24	8	2	6	33.3	1	4	25.0	3	4	75.0	3	5	8	1	0	1	0	3	4	22.1
Vasilije Micić	CHA	CHA @ HOU	10/23/2024	W	17	5	2	9	22.2	1	3	33.3	0	0	-	2	3	5	1	1	0	3	1	-2	12.5
Seth Curry	CHA	CHA @ HOU	10/23/2024	W	26	7	2	5	40.0	2	3	66.7	1	3	33.3	0	2	2	1	0	1	0	2	3	13.9
Miles Bridges	CHA	CHA @ HOU	10/23/2024	W	32	10	5	11	45.5	0	3	0.0	0	0	-	0	9	9	2	1	1	4	1	4	25.8
LaMelo Ball	CHA	CHA @ HOU	10/23/2024	W	38	34	10	20	50.0	4	12	33.3	10	10	100	1	7	8	11	1	1	2	3	14	64.1
Nick Richards	CHA	CHA @ HOU	10/23/2024	W	24	6	3	4	75.0	0	0	-	0	2	0.0	2	6	8	1	0	2	1	5	-1	22.1
Tre Mann	CHA	CHA @ HOU	10/23/2024	W	29	24	8	16	50.0	4	8	50.0	4	4	100	3	3	6	1	0	1	3	2	2	32.7
